0	4.9586	0
1	4.97713	0.0185258
2	5.00243	0.0274753
3	5.01277	0.0220077
4	5.02752	0.0225391
5	5.03745	0.0209144
6	5.02114	0.0240533
7	4.99657	0.0322139
8	5.01804	0.0356125
9	5.01183	0.0324532
10	5.01321	0.0293876
11	5.00747	0.0274341
12	5.00088	0.0260817
13	5.00786	0.0251355
14	5.01683	0.025059
15	5.01722	0.0234438
16	5.01775	0.022028
17	5.0167	0.0207947
18	5.01413	0.0198366
19	5.0136	0.0188262
20	5.01197	0.0179813
21	5.0224	0.0200659
22	5.02112	0.0192163
23	5.02176	0.0184094
24	5.017	0.018288
25	5.01858	0.0176411
26	5.01779	0.0169934
27	5.0203	0.0165666
28	5.01456	0.0169837
29	5.01367	0.0164321
30	5.01096	0.0161232
31	5.01338	0.0157987
32	5.01502	0.0153993
33	5.01414	0.0149653
34	5.01395	0.0145326
35	5.01665	0.0143793
36	5.01534	0.0140467
37	5.01981	0.0143852
38	5.01989	0.0140117
39	5.01948	0.0136632
40	5.01605	0.0137591
41	5.02046	0.0141313
42	5.01896	0.0138801
43	5.02001	0.013602
44	5.02195	0.0134371
45	5.0223	0.0131464
46	5.02258	0.0128667
47	5.01828	0.0133112
48	5.01651	0.0131552
49	5.01766	0.0129399
50	5.02011	0.0129186
51	5.0218	0.0127801
52	5.02385	0.0127038
53	5.02299	0.0124959
54	5.01933	0.0128022
55	5.01714	0.0127608
56	5.01433	0.0128462
57	5.0142	0.0126235
58	5.01412	0.0124079
59	5.01535	0.0122619
60	5.01636	0.0121016
61	5.01512	0.0119693
62	5.01437	0.011802
63	5.01454	0.0116174
64	5.01363	0.0114732
65	5.01383	0.0112999
66	5.01589	0.011318
67	5.0142	0.0112774
68	5.01481	0.0111293
69	5.01707	0.0112002
70	5.01623	0.0110736
71	5.0173	0.0109714
72	5.01731	0.01082
73	5.01701	0.0106769
74	5.01984	0.010906
75	5.02009	0.0107644
76	5.01817	0.0107948
77	5.01741	0.010683
78	5.01688	0.01056
79	5.01726	0.0104341
80	5.01634	0.0103463
81	5.01489	0.0103212
82	5.01501	0.0101968
83	5.01599	0.0101224
84	5.01427	0.0101492
85	5.01239	0.0102058
86	5.00988	0.0103939
87	5.01081	0.0103168
88	5.01059	0.0102026
89	5.01079	0.0100907
90	5.01114	0.00998524
91	5.0144	0.0103984
92	5.01297	0.0103837
93	5.01292	0.0102728
94	5.01289	0.0101641
95	5.01231	0.0100744
96	5.01039	0.0101548
97	5.01034	0.0100508
98	5.00971	0.00996884
99	5.00844	0.00994996
