   1.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.1077849150254622e+00  -1.9062656300232419e+00  -1.6517148428475537e+00
   7.8401025580500061e-01  -1.2556193129406239e+00  -1.5753140212296017e+00
   1.1588136909774818e+00  -1.1850279674950457e+00  -3.0840515622366382e+00
   9.4481106750319555e-01  -2.0193554143046697e+00  -4.6362226370313522e+00
   9.4481106750319555e-01  -2.0193554143046697e+00  -4.6362226370313522e+00
   9.4481106750319555e-01  -2.0193554143046697e+00  -4.6362226370313522e+00
  -7.4751157975033777e-01  -3.0320406241147566e+00  -2.6364882531279505e+00
  -5.9259122046341872e-02  -2.9358014666001679e+00  -4.0578869675517808e+00
  -1.0631239596058748e+00  -4.7439276297795345e+00  -3.7416567847911750e+00
  -2.3271883292865994e+00  -3.9784245691721765e+00  -1.7530579502071930e+00
  -2.5219194396628524e+00  -3.4163059224074459e+00  -2.9293595352148287e+00
  -2.9107088665642067e+00  -2.7748405216739656e+00  -1.6418533535107116e+00
  -2.9107088665642067e+00  -2.7748405216739656e+00  -1.6418533535107116e+00
  -2.9107088665642067e+00  -2.7748405216739656e+00  -1.6418533535107116e+00
  -2.9107088665642067e+00  -2.7748405216739656e+00  -1.6418533535107116e+00
  -1.8680997987812162e+00  -2.3512762039850656e+00  -3.2090240389265006e+00
  -2.1947677370752103e+00  -1.3238732958651553e+00  -1.9560434354075937e+00
  -2.1947677370752103e+00  -1.3238732958651553e+00  -1.9560434354075937e+00
  -2.1947677370752103e+00  -1.3238732958651553e+00  -1.9560434354075937e+00
  -7.1396216363544340e-01   4.2623014071968157e-01  -3.2299830162437217e+00
  -2.4784634072528462e+00   5.6293995359378357e-01  -3.9343320314395243e+00
  -3.3774945151249085e+00   1.9766736951185777e+00  -4.9141987815472135e+00
  -3.1366211624884244e+00   2.9014425179859558e+00  -4.5061870889989422e+00
  -1.2111673135534318e+00   1.6558570059389837e+00  -5.0227563791387695e+00
  -1.2443329439275885e+00   2.6273527487839772e+00  -4.8972303716041097e+00
  -2.0045967020736555e+00   2.7811996601003983e+00  -3.2094764922514685e+00
  -2.0045967020736555e+00   2.7811996601003983e+00  -3.2094764922514685e+00
  -3.2608017716834325e+00   1.6431653188192428e+00  -4.6742665977714211e+00
  -2.8333883407246958e+00   3.8046666369709214e-02  -6.3485249927163636e+00
  -2.6872493264646522e+00   1.3511390303936679e+00  -5.3648598514599684e+00
  -9.2811814603767573e-01  -5.9320205777081014e-01  -5.2059381852868825e+00
  -1.5872474108201686e+00   5.2768762710616102e-01  -4.0019284485948674e+00
  -9.9344551465279096e-01  -6.8873978208482356e-01  -4.1288923902153272e+00
