           1     1.88297     1.88297           0
           2     2.19723      2.0401    0.111105
           3     2.03525     2.03848    0.074082
           4     2.02315     2.03465   0.0556607
           5     2.15358     2.05844   0.0493497
           6     1.87025     2.02707   0.0501099
           7     1.95748     2.01713   0.0439264
           8     1.95201     2.00899   0.0391824
           9     1.92637     1.99981   0.0358882
          10     1.89129     1.98896   0.0339003
          11     2.20924     2.00898    0.036254
          12     2.03505     2.01116   0.0332978
          13      2.1911       2.025   0.0334902
          14     2.04524     2.02644   0.0311292
          15     2.01034     2.02537   0.0290725
          16     2.02473     2.02533   0.0272555
          17     2.34171     2.04394   0.0313692
          18     2.05377     2.04449   0.0296312
          19     2.13769     2.04939   0.0284748
          20     1.73087     2.03347   0.0311885
          21     1.81279     2.02296   0.0314238
          22     2.15557     2.02899   0.0305682
          23     1.87465     2.02228   0.0299666
          24     1.95455     2.01945   0.0288506
          25     2.01407     2.01924   0.0276973
          26     1.86569     2.01333   0.0272544
          27     2.10377     2.01668     0.02645
          28      2.4251     2.03127   0.0292522
          29     2.11971     2.03432    0.028402
          30     1.98915     2.03281   0.0274952
          31     2.16995     2.03724   0.0269617
          32     1.98087     2.03547   0.0261767
          33      2.0916     2.03718   0.0254386
          34     2.09977     2.03902    0.024757
          35     1.80502     2.03233    0.024936
          36     1.95497     2.03018   0.0243358
          37     2.24216     2.03591   0.0243431
          38     2.15663     2.03909   0.0239089
          39      2.0009     2.03811   0.0233159
          40     2.19609     2.04206    0.023065
          41     1.99458      2.0409   0.0225315
          42      2.1685     2.04394   0.0221989
          43      2.1554     2.04653   0.0218335
          44     2.51923     2.05727   0.0238343
          45     2.08239     2.05783   0.0233111
          46     2.30475      2.0632   0.0234142
          47     2.31226      2.0685   0.0235081
          48     2.07425     2.06862   0.0230186
          49     1.86302     2.06442   0.0229281
          50     2.01602     2.06345     0.02249
