           1    0.832653    0.832653    0.832653
           2    0.828525    0.830589    0.587319
           3    0.830342    0.830507    0.479495
           4    0.827843    0.829841    0.414923
           5     0.83412    0.830697    0.371502
           6    0.832079    0.830927    0.339227
           7    0.832799    0.831195    0.314164
           8    0.823906    0.830284    0.293554
           9     0.82839    0.830073    0.276695
          10    0.832013    0.830267    0.262557
          11    0.829149    0.830166    0.250307
          12    0.832598    0.830368    0.239709
          13    0.829549    0.830305    0.230288
          14    0.826989    0.830068    0.221847
          15    0.830813    0.830118    0.214338
          16    0.830227    0.830125    0.207533
          17    0.832007    0.830236    0.201364
          18    0.827803      0.8301    0.195658
          19    0.830229    0.830107    0.190441
          20    0.829442    0.830074    0.185612
