           1  -0.0777225  -0.0777225           0
           2  -0.0923877  -0.0850551  0.00518493
           3  -0.0912538  -0.0871213  0.00384635
           4  -0.0898681   -0.087808  0.00294542
           5  -0.0835265  -0.0869517  0.00247769
           6  -0.0827601  -0.0862531  0.00216099
           7  -0.0863254  -0.0862634   0.0018523
           8  -0.0778078  -0.0852065  0.00189852
           9  -0.0877551  -0.0854897  0.00170856
          10  -0.0799182  -0.0849325  0.00162601
          11  -0.0709908  -0.0836651  0.00190929
          12    -0.10027  -0.0850488  0.00219506
          13   -0.077355   -0.084457  0.00210448
          14  -0.0856247  -0.0845404  0.00195581
          15  -0.0651664  -0.0832488  0.00221115
          16  -0.0842071  -0.0833087  0.00207376
          17  -0.0833503  -0.0833111  0.00195178
          18  -0.0713357  -0.0826458  0.00195345
          19  -0.0796216  -0.0824867  0.00185711
          20  -0.0734421  -0.0820344  0.00181848
