           1     1.25455     1.25455           0
           2     1.23986     1.24721  0.00519326
           3     1.24728     1.24723  0.00346223
           4     1.24736     1.24726  0.00259683
           5     1.24496      1.2468  0.00211808
           6      1.2487     1.24712  0.00178844
           7     1.24705     1.24711  0.00153298
           8     1.23762     1.24592  0.00174036
           9     1.24958     1.24633  0.00159382
          10     1.24889     1.24659  0.00145492
          11     1.24792     1.24671  0.00132772
          12      1.2523     1.24717  0.00129617
          13     1.25027     1.24741  0.00121813
          14     1.24944     1.24756  0.00113972
          15      1.2426     1.24723  0.00111068
          16      1.2481     1.24728  0.00104261
          17      1.2465     1.24723 0.000982295
          18     1.23932      1.2468  0.00102134
          19     1.23654     1.24626   0.0011011
          20     1.25521      1.2467  0.00113348
          21      1.2468     1.24671  0.00107952
          22     1.23676     1.24626  0.00112107
          23     1.24952      1.2464  0.00108126
          24      1.2398     1.24612   0.0010706
          25     1.24894     1.24624   0.0010337
          26     1.24982     1.24637   0.0010031
          27     1.24055     1.24616 0.000988881
          28     1.25344     1.24642 0.000987172
          29     1.23076     1.24588  0.00109081
          30     1.24537     1.24586  0.00105458
          31     1.25599     1.24619  0.00107002
          32     1.23451     1.24582  0.00109705
          33     1.24129     1.24569  0.00107237
          34     1.24737     1.24574  0.00104198
          35     1.25267     1.24593  0.00103087
          36     1.25032     1.24606   0.0010094
          37      1.2483     1.24612 0.000983941
          38     1.25592     1.24637 0.000991279
          39     1.25066     1.24648 0.000971943
          40     1.24182     1.24637 0.000954607
          41     1.24398     1.24631 0.000933092
          42     1.25485     1.24651  0.00093279
          43     1.24716     1.24653 0.000911219
          44      1.2498      1.2466 0.000893532
          45     1.23804     1.24641 0.000893705
          46     1.26088     1.24673 0.000927989
          47     1.25427     1.24689 0.000922029
          48     1.23826     1.24671 0.000920181
          49     1.24869     1.24675 0.000902294
          50     1.25494     1.24691 0.000898987
