           1    0.831472    0.831472    0.831472
           2    0.831547    0.831509    0.587966
           3    0.831218    0.831412    0.480016
           4    0.828226    0.830615    0.415309
           5    0.832826    0.831058    0.371661
           6    0.833406    0.831449    0.339439
           7    0.833237    0.831704    0.314356
           8    0.830233    0.831521    0.293988
           9    0.828608    0.831197    0.277067
          10    0.830583    0.831135    0.262829
          11    0.827855    0.830837    0.250508
          12    0.829772    0.830748    0.239818
          13    0.832921    0.830916    0.230456
          14    0.831329    0.830945     0.22208
          15    0.825378    0.830574    0.214455
          16    0.830168    0.830549    0.207639
          17    0.829555     0.83049    0.201425
          18    0.834329    0.830703      0.1958
          19    0.834739    0.830916    0.190627
          20    0.830828    0.830911    0.185799
