0.400000          20    0.992568    0.990365  0.00277475
0.450000          20     0.97896    0.925244   0.0280774
0.500000          20    0.900556    0.882696   0.0165889
0.550000          20    0.885484    0.830286   0.0160506
0.600000          20    0.664512    0.655333   0.0200825
0.700000          20    0.434216     0.45562   0.0134165
0.800000          20    0.265216    0.297423  0.00732547
0.900000          20    0.163244     0.18938  0.00779724
1.000000          20    0.152416     0.14872  0.00561766
1.100000          20      0.1006    0.113459  0.00393832
1.200000          20      0.0742   0.0869404  0.00317873
1.300000          20    0.085112   0.0733422  0.00268388
1.400000          20    0.072948   0.0606362  0.00217147
1.500000          20    0.041472   0.0501608  0.00143925
1.600000          20    0.053188   0.0437978  0.00189325
1.700000          20    0.031148   0.0385148  0.00126239
1.800000          20    0.027004   0.0325294  0.00132293
1.900000          20    0.028532    0.033819  0.00129541
2.000000          20    0.023916   0.0276082  0.00123263
