0.400000          20     117.314     119.921      0.6397
0.450000          20      100.08     99.8069    0.976559
0.500000          20     76.2041     79.9713     1.13257
0.550000          20     61.1667      60.375    0.983547
0.600000          20     43.8345     43.8613    0.772278
0.700000          20     26.3143     24.6957    0.417674
0.800000          20     16.2356     15.8194    0.225518
0.900000          20     10.2696     10.0986    0.107109
1.000000          20     7.25938      7.4812   0.0855601
1.100000          20     5.43462     5.64475   0.0665567
1.200000          20     4.39969     4.41367   0.0424014
1.300000          20     3.70558     3.58138   0.0368173
1.400000          20     3.09311     3.00281   0.0225655
1.500000          20     2.59514     2.54436   0.0154595
1.600000          20     2.13847     2.16148   0.0130904
1.700000          20     1.85096      1.8939   0.0109101
1.800000          20     1.75262     1.68401  0.00758984
1.900000          20     1.54925     1.51488  0.00771866
2.000000          20     1.35854     1.35655  0.00926495
