           1     1.21635     1.21635           0
           2     1.23308     1.22472  0.00591349
           3     1.23679     1.22874   0.0051328
           4     1.25703     1.23581  0.00723447
           5     1.28341     1.24533    0.010295
           6     1.23912      1.2443  0.00863113
           7     1.22783     1.24194  0.00771216
           8     1.21855     1.23902  0.00728165
           9      1.2358     1.23866  0.00648133
          10     1.24701      1.2395  0.00588665
          11     1.24691     1.24017  0.00538995
          12     1.20957     1.23762  0.00551128
          13      1.2094     1.23545  0.00549821
          14      1.2467     1.23625  0.00516386
          15     1.23941     1.23646  0.00482389
          16     1.24726     1.23714  0.00456932
          17     1.24937     1.23786  0.00435681
          18     1.24365     1.23818  0.00412663
          19     1.20865     1.23663  0.00419187
          20     1.22772     1.23618  0.00400584
          21     1.22669     1.23573   0.0038405
          22     1.22875     1.23541    0.003679
          23     1.23502     1.23539  0.00351908
          24     1.20369     1.23407   0.0036119
          25      1.2159     1.23335  0.00353983
          26     1.22578     1.23306  0.00341562
          27      1.2145     1.23237  0.00335756
          28     1.24954     1.23298  0.00329316
          29     1.23482     1.23304  0.00318022
          30     1.24918     1.23358  0.00311934
          31     1.23939     1.23377  0.00302434
          32     1.24402     1.23409  0.00294673
          33     1.25521     1.23473  0.00292611
          34     1.26011     1.23548  0.00293374
          35     1.25305     1.23598  0.00289255
          36     1.30155      1.2378  0.00333673
          37     1.28158     1.23898  0.00344995
          38     1.24407     1.23912  0.00336176
          39     1.25837     1.23961   0.0033116
          40     1.31198     1.24142  0.00369003
          41     1.30174     1.24289  0.00388223
          42     1.27019     1.24354  0.00384381
          43     1.27605      1.2443  0.00382806
          44     1.29199     1.24538  0.00389152
          45     1.26392     1.24579  0.00382679
          46     1.24596      1.2458   0.0037436
          47       1.252     1.24593  0.00366627
          48      1.2416     1.24584    0.003591
          49     1.23285     1.24557  0.00352749
          50     1.23889     1.24544  0.00345947
