0	-0.5	0
1	-0.263786	0.236214
2	-0.174989	0.230147
3	-0.128018	0.215278
4	-0.0975654	0.201954
5	-0.0845922	0.186626
6	-0.0721491	0.17545
7	-0.065448	0.165073
8	-0.0583209	0.156932
9	-0.0541517	0.149404
10	-0.0491586	0.143323
11	-0.0462462	0.137561
12	-0.0401346	0.133849
13	-0.0387266	0.12908
14	-0.0397407	0.124761
15	-0.0358499	0.121736
16	-0.034098	0.118309
17	-0.0333004	0.115022
18	-0.0295592	0.113074
19	-0.0285793	0.110294
20	-0.0267142	0.107958
21	-0.0255095	0.105621
22	-0.0248261	0.103349
23	-0.0268858	0.101654
24	-0.0261849	0.0996592
25	-0.0230057	0.0990083
26	-0.0204727	0.0980122
27	-0.0203944	0.096247
28	-0.0195366	0.0946818
29	-0.0195764	0.0930907
30	-0.0189723	0.0916367
31	-0.0182682	0.0902786
32	-0.0184437	0.0889058
33	-0.0189411	0.0876352
34	-0.0205516	0.0868832
35	-0.0209138	0.0856948
36	-0.0205529	0.0845565
37	-0.0205904	0.0834368
38	-0.0193457	0.0827168
39	-0.018791	0.0817497
40	-0.019326	0.0808175
41	-0.020197	0.0800441
42	-0.020208	0.0791079
43	-0.0195948	0.0783071
44	-0.0186638	0.077678
45	-0.0189003	0.0768454
46	-0.0177321	0.0764353
47	-0.0178239	0.0756375
48	-0.0175931	0.0748788
49	-0.0168628	0.0743023
50	-0.0155666	0.074139
51	-0.0156363	0.0734243
52	-0.0147071	0.0730364
53	-0.0139012	0.0725944
54	-0.0143551	0.0720087
55	-0.0142091	0.0713711
56	-0.0133177	0.0710561
57	-0.0126272	0.0706335
58	-0.0121578	0.0701236
59	-0.0121099	0.0695377
60	-0.0119158	0.0689818
61	-0.0124153	0.0685343
62	-0.0118322	0.0681431
63	-0.0117875	0.0676095
64	-0.0115413	0.0671163
65	-0.0107919	0.0668794
66	-0.0108816	0.0663825
67	-0.0115687	0.0661321
68	-0.011974	0.0657362
69	-0.0111474	0.0656251
70	-0.0106379	0.0653006
71	-0.0104938	0.0648569
72	-0.0114124	0.064881
73	-0.0119923	0.0646313
74	-0.01288	0.0646516
75	-0.0122431	0.0644612
76	-0.0122732	0.0640418
77	-0.0118931	0.0637173
78	-0.0119045	0.0633128
79	-0.0118119	0.0629213
80	-0.0117693	0.0625328
81	-0.011424	0.062228
82	-0.0118255	0.0619587
83	-0.0115142	0.0616541
84	-0.01152	0.0612903
85	-0.0110204	0.0611068
86	-0.0104815	0.0609598
87	-0.00996126	0.0608064
88	-0.0101803	0.0604987
89	-0.00993821	0.060205
90	-0.00944702	0.0600543
91	-0.0093563	0.0597333
92	-0.0091505	0.0594441
93	-0.0088176	0.0592141
94	-0.00857427	0.0589489
95	-0.0086503	0.0586457
96	-0.00834201	0.0584208
97	-0.00786549	0.0583111
98	-0.0078652	0.0580159
99	-0.00771389	0.0577447
