   0.0000000000000000e+00   0.0000000000000000e+00
   3.3910346128015937e+02   1.0024951626434759e+02
   4.0253025323058199e+02   1.0047950991578337e+02
   4.0898141192175689e+02   1.0023286126315759e+02
   4.2977254926135248e+02   9.9704594910581690e+01
   4.3515007125435011e+02   9.9521057300993547e+01
   4.4021423570447337e+02   9.9315364763803188e+01
   6.5374633908516626e+02   1.4824363156212701e+02
   6.5619070383076621e+02   1.4813498799334559e+02
   6.6746111699056257e+02   1.4767933994697577e+02
   6.7330272846010564e+02   1.4742897710959869e+02
   7.7999875085835049e+02   1.5429579859069938e+02
   1.2656590033398008e+03   2.9725890588174263e+02
   1.2734519307960609e+03   2.9694567350439911e+02
   1.2742775040222502e+03   2.9691400866382878e+02
   1.2766008815656032e+03   2.9681906476052296e+02
   1.3497247063887071e+03   2.9634495661520725e+02
   1.4047328951432041e+03   2.9556887193439502e+02
   1.4186553219825828e+03   2.9529738345594251e+02
   1.4226101056472894e+03   2.9511494444164634e+02
   1.6193079347197470e+03   3.0387996448620453e+02
   1.6196044246451527e+03   3.0386587694338425e+02
   2.3127840087468180e+03   4.9538126002079377e+02
   2.3153688307777434e+03   4.9525416175865928e+02
   2.3196245332023550e+03   4.9506510119858513e+02
   2.3204890740153860e+03   4.9505707720466347e+02
   2.6725071387494295e+03   5.2527580483096779e+02
   3.1246787761045907e+03   5.8206051513891214e+02
   3.1255033254476134e+03   5.8203611424585392e+02
   3.1258210294895584e+03   5.8201938477552460e+02
   3.1298208977890563e+03   5.8187824223400810e+02
   7.9424724973839939e+03   2.1779527468285282e+03
   7.9433298244727312e+03   2.1779206435014871e+03
   7.9466920000214150e+03   2.1777984019894739e+03
   7.9467852799923076e+03   2.1777968310221436e+03
   7.9501470876367412e+03   2.1776736750484506e+03
   7.9505266862756425e+03   2.1776607822074534e+03
   7.9509393572889458e+03   2.1776437690748689e+03
   7.9513800775480358e+03   2.1776485524983100e+03
   7.9516778839757244e+03   2.1776356898367821e+03
   7.9519548551581729e+03   2.1776477282943197e+03
   7.9563444389311708e+03   2.1774790787361680e+03
   7.9565162093085883e+03   2.1774703773473384e+03
   7.9576206239164612e+03   2.1774332871786955e+03
   7.9587777162149541e+03   2.1773906170469982e+03
   7.9821845477827328e+03   2.1765492564853835e+03
   7.9851552258069260e+03   2.1764332529302633e+03
   7.9867801496330094e+03   2.1763756711266410e+03
   7.9877532310317320e+03   2.1764473860959065e+03
   7.9882892159281564e+03   2.1764309138140784e+03
   7.9883689400655012e+03   2.1764300428546785e+03
   7.9898545373375482e+03   2.1763512918636475e+03
   7.9901508072754305e+03   2.1763439786639019e+03
   7.9905190100966875e+03   2.1763288375101361e+03
   7.9909285206327650e+03   2.1763216132598254e+03
   7.9891044591781265e+03   2.1751402657708213e+03
   7.9904630569758792e+03   2.1750792074574765e+03
   7.9927562281406963e+03   2.1749987881300531e+03
   7.9954810205173371e+03   2.1749097252198726e+03
   8.1490051354069074e+03   2.1704858290750826e+03
   8.2764901392826068e+03   2.1664711399368221e+03
   8.2766375017527225e+03   2.1664637510119433e+03
   8.2790771048698080e+03   2.1663743567254069e+03
   8.2828180010404794e+03   2.1662281438885161e+03
   1.3145425957627220e+04   3.1745917526795865e+03
   1.3146635553597469e+04   3.1745422558142081e+03
   1.3155259713056772e+04   3.1742118126623318e+03
   1.3155536843503685e+04   3.1741956638297006e+03
   1.3156079791936842e+04   3.1741687074260731e+03
   1.3226707610325033e+04   3.1714448620145349e+03
   1.3227038694924246e+04   3.1714280154645849e+03
   1.3229071719806627e+04   3.1713431978481631e+03
   1.3235666393712349e+04   3.1710752804169583e+03
   1.3236199288012152e+04   3.1710582853347214e+03
   1.3236338122211269e+04   3.1710500443374290e+03
   1.3236589514497653e+04   3.1710346251075307e+03
   1.3236655710232262e+04   3.1710282402221137e+03
   1.3302762216802759e+04   3.1684365209289435e+03
   1.3302958410301801e+04   3.1684185764190233e+03
   1.3303229770035983e+04   3.1684084263099444e+03
   1.3303379277395486e+04   3.1684039010656161e+03
   1.3303491816905356e+04   3.1684103538742716e+03
   1.3306648342996248e+04   3.1682817346510701e+03
   1.3310698901773136e+04   3.1681120253501745e+03
   1.3312080165546506e+04   3.1680551198643439e+03
   1.3312158027597543e+04   3.1680472129862496e+03
   1.3324760535142777e+04   3.1675141579930573e+03
   1.3326148074616371e+04   3.1674408538698472e+03
   1.3326281084192191e+04   3.1674387961795023e+03
   1.3330599993242371e+04   3.1672551779819510e+03
   1.3331612148191307e+04   3.1672140957188908e+03
   1.3340824688086213e+04   3.1668277129238049e+03
   1.3342985040598827e+04   3.1667391967055128e+03
   1.3342988717510789e+04   3.1667388233283987e+03
   1.3343166996271129e+04   3.1667351265758552e+03
   1.3343889585439745e+04   3.1667029547521897e+03
   1.3345207412152231e+04   3.1666470189088141e+03
   1.3346567891216369e+04   3.1666399528270917e+03
   1.3346949579553804e+04   3.1666153875478067e+03
   1.3346944813236771e+04   3.1666076391718639e+03
