   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   5.1186895370483398e-01   4.5471367239952087e-01  -7.2885227203369141e-01
   8.3418187499046326e-01   3.6929806321859360e-01  -1.6716240048408508e+00
   9.3947045505046844e-01  -5.8322332054376602e-01  -1.3859364390373230e+00
   1.0831745862960815e+00  -5.2410925552248955e-01  -3.9808291196823120e-01
   1.0558776278048754e+00   1.4405022934079170e-01  -1.1416000723838806e+00
   2.6944220252335072e-01  -4.6287150308489799e-01  -1.2563406527042389e+00
   1.9247535057365894e-01  -6.3931704685091972e-01  -2.2376372516155243e+00
  -5.1825478486716747e-01  -1.2359511367976665e+00  -2.6103174090385437e+00
  -2.9730103723704815e-01  -1.2134924046695232e+00  -1.6352917551994324e+00
   2.8995500877499580e-02  -2.6847983524203300e-01  -1.6572411153465509e+00
  -8.8006020896136761e-01  -3.7936078384518623e-01  -2.0588915441185236e+00
  -1.1325125526636839e+00   5.2720408886671066e-02  -2.9246707651764154e+00
  -2.0668117515742779e-01   3.5877637192606926e-01  -2.7029367927461863e+00
  -8.5844634287059307e-01   3.8727004639804363e-01  -1.9450513962656260e+00
  -8.1541856937110424e-01   1.0892274510115385e+00  -2.6559693459421396e+00
  -6.6347618214786053e-01   2.0702399145811796e+00  -2.5354371536523104e+00
  -4.2699469253420830e-02   1.3127989303320646e+00  -2.3331516850739717e+00
  -2.3236700706183910e-01   2.2780450712889433e+00  -2.1533571053296328e+00
  -8.8237651996314526e-01   1.8464104961603880e+00  -2.7788002658635378e+00
  -3.8191357068717480e-01   2.0457527767866850e+00  -3.6212962437421083e+00
   3.3497235365211964e-01   1.3518076669424772e+00  -3.5541047994047403e+00
  -3.5550734214484692e-01   1.9891987573355436e+00  -3.2120954040437937e+00
  -3.2143276184797287e-03   2.2355003636330366e+00  -2.3091972116380930e+00
  -2.8280976228415966e-01   2.1364244651049376e+00  -3.2641895655542612e+00
   5.9142831154167652e-01   2.2455580364912748e+00  -2.7911169771105051e+00
   9.2337575741112232e-01   1.4156932365149260e+00  -3.2395980302244425e+00
   1.2070972938090563e+00   2.3732603918761015e+00  -3.1889309156686068e+00
   1.6029825527220964e+00   2.5471194516867399e+00  -2.2872392404824495e+00
   1.2527560908347368e+00   1.6193426977843046e+00  -2.1585083920508623e+00
   1.1506199706345797e+00   1.5051829423755407e+00  -3.1467066127806902e+00
   1.2120663877576590e+00   1.1001403238624334e+00  -2.2344759423285723e+00
   9.7959064505994320e-01   1.0534625668078661e+00  -1.2629944998770952e+00
   8.5419613681733608e-01   1.0957989003509283e+00  -2.2541977483779192e+00
   1.2339152451604605e+00   1.9524996783584356e+00  -1.9050887245684862e+00
   1.2301607192493975e+00   1.1199123170226812e+00  -2.4589697737246752e+00
   1.3337595374323428e+00   4.5103084109723568e-01  -1.7228550929576159e+00
   1.1922748745419085e+00   8.7242581509053707e-01  -2.6186275500804186e+00
   1.8108803094364703e+00   6.5915535949170589e-01  -3.3748305458575487e+00
   8.8091827044263482e-01   3.3337422274053097e-01  -3.5452339667826891e+00
   1.1038433075882494e+00   7.9273041151463985e-01  -4.4050573725253344e+00
   1.0561872669495642e+00   7.9040662385523319e-01  -3.4061962980777025e+00
   9.4121840083971620e-01   8.1781207397580147e-01  -4.3991872686892748e+00
   1.3499777265824378e+00   1.0766810365021229e+00  -5.2743459362536669e+00
   1.9462540098465979e+00   4.8148174956440926e-01  -4.7356508988887072e+00
   1.9617434390820563e+00   5.0857217237353325e-01  -5.7351638693362474e+00
   2.6157492049969733e+00   7.4809853360056877e-01  -5.0175960678607225e+00
   1.9748698719777167e+00   4.5989912003278732e-02  -5.3279459793120623e+00
   1.2477457174099982e+00   4.7982896491885185e-01  -5.8599931318312883e+00
   8.0174752557650208e-01   4.3271044641733170e-01  -4.9662003833800554e+00
   9.1045000636950135e-01   3.7785060331225395e-01  -5.9587597567588091e+00
   5.3849520767107606e-01  -1.7884640768170357e-01  -5.2159689981490374e+00
  -3.7075284635648131e-01  -5.4588933661580086e-01  -5.0196336079388857e+00
   3.4831305826082826e-01  -5.3422612883150578e-01  -5.7144776154309511e+00
   3.9771662885323167e-01  -6.2637650407850742e-01  -6.7089963722974062e+00
  -2.4343307083472610e-01  -6.0951826535165310e-01  -5.9417657423764467e+00
   1.6031845146790147e-01  -2.9101244173943996e-01  -6.7994013000279665e+00
