           1   -0.364233   -0.364233           0
           2   -0.389331   -0.376782  0.00887334
           3     -0.3949   -0.382821  0.00770131
           4   -0.425311   -0.393444   0.0108623
           5   -0.464727     -0.4077   0.0154309
           6   -0.398417   -0.406153   0.0129364
           7   -0.381431   -0.402622   0.0115604
           8   -0.367409    -0.39822   0.0109212
           9   -0.393274    -0.39767  0.00972156
          10     -0.4101   -0.398913  0.00882851
          11   -0.409853   -0.399908  0.00808174
          12   -0.353879   -0.396072  0.00826856
          13   -0.353703   -0.392813  0.00824989
          14    -0.40969   -0.394018  0.00774819
          15   -0.398764   -0.394335   0.0072381
          16   -0.410567   -0.395349  0.00685644
          17   -0.413651   -0.396426   0.0065371
          18   -0.405079   -0.396907  0.00619158
          19   -0.352549   -0.394572  0.00629048
          20   -0.381164   -0.393902  0.00601157
          21   -0.379669   -0.393224  0.00576338
          22   -0.382894   -0.392754  0.00552051
          23   -0.392268   -0.392733  0.00528052
          24   -0.345319   -0.390758  0.00541748
          25   -0.363614   -0.389672  0.00530846
          26   -0.378337   -0.389236  0.00512216
          27   -0.361399   -0.388205  0.00503514
          28   -0.414025   -0.389127  0.00493903
          29   -0.391807   -0.389219  0.00476959
          30   -0.413397   -0.390025  0.00467819
          31   -0.398694   -0.390305  0.00453564
          32   -0.405778   -0.390789  0.00441959
          33   -0.422652   -0.391754  0.00438987
          34   -0.429912   -0.392876  0.00440189
          35   -0.419461   -0.393636  0.00434115
          36   -0.492143   -0.396372  0.00500925
          37   -0.462187   -0.398151  0.00518006
          38   -0.405902   -0.398355  0.00504776
          39   -0.427323   -0.399098  0.00497268
          40   -0.507727   -0.401813  0.00554053
          41   -0.492198   -0.404018  0.00582749
          42   -0.444917   -0.404992  0.00576952
          43   -0.453777   -0.406126  0.00574582
          44   -0.477532   -0.407749  0.00583992
          45   -0.435453   -0.408365   0.0057425
          46    -0.40855   -0.408369  0.00561766
          47   -0.417663   -0.408567  0.00550162
          48   -0.402069   -0.408431  0.00538867
          49   -0.389069   -0.408036  0.00529316
          50    -0.39806   -0.407837  0.00519106
