0	1.42081	0
1	1.47537	0.0545614
2	1.47983	0.0318154
3	1.48795	0.0239177
4	1.4886	0.0185379
5	1.48893	0.0151397
6	1.48454	0.0135286
7	1.48674	0.0119221
8	1.47974	0.0126321
9	1.47529	0.0121431
10	1.46701	0.0137575
11	1.4731	0.0139587
12	1.47656	0.0132983
13	1.47759	0.0123549
14	1.47686	0.0115252
15	1.47629	0.010796
16	1.47616	0.0101419
17	1.47593	0.00956458
18	1.47406	0.00923926
19	1.47506	0.00882198
20	1.4816	0.0106396
21	1.47992	0.0102815
22	1.47858	0.00991547
23	1.47889	0.0094984
24	1.47672	0.00936535
25	1.47763	0.00904304
26	1.47606	0.00884159
27	1.47412	0.00873865
28	1.47432	0.00843438
29	1.47243	0.00836447
30	1.4764	0.00901041
31	1.47569	0.00875302
32	1.47464	0.00854824
33	1.4757	0.00836068
34	1.47645	0.00815247
35	1.47672	0.00792755
36	1.47732	0.00773342
37	1.4784	0.00760436
38	1.48065	0.00774147
39	1.48153	0.00759663
40	1.48024	0.00752096
41	1.48168	0.00748013
42	1.48246	0.00734594
43	1.48218	0.00718279
44	1.48191	0.00702654
45	1.48332	0.00701588
46	1.48189	0.00701194
47	1.48488	0.00748575
48	1.48498	0.00733207
49	1.48709	0.00748666
50	1.48689	0.00734091
51	1.48635	0.00721893
52	1.48855	0.00741647
53	1.48715	0.00741222
54	1.4864	0.00731464
55	1.48551	0.00723837
56	1.48685	0.00723681
57	1.48745	0.00713596
58	1.48749	0.0070141
59	1.48864	0.00699184
60	1.48751	0.00696981
61	1.48891	0.00699767
62	1.49001	0.00697371
63	1.49071	0.00689971
64	1.49139	0.00682654
65	1.49192	0.00674349
66	1.4927	0.00668734
67	1.49396	0.00670743
68	1.49534	0.00675203
69	1.49421	0.00675066
70	1.49394	0.00666009
71	1.49456	0.00659609
72	1.49412	0.00652002
73	1.49406	0.00643162
74	1.49433	0.00635101
75	1.49554	0.00638356
76	1.49674	0.00641246
77	1.49755	0.00638103
78	1.49789	0.00630897
79	1.49818	0.00623641
80	1.49876	0.00618615
81	1.49942	0.00614568
82	1.49968	0.00607674
83	1.49946	0.0060078
84	1.49896	0.00595812
85	1.49965	0.00592966
86	1.49866	0.00594521
87	1.49876	0.00587822
88	1.49878	0.00581181
89	1.49926	0.00576691
90	1.49879	0.00572214
91	1.49919	0.00567404
92	1.49935	0.00561494
93	1.49941	0.0055552
94	1.50009	0.00553752
95	1.50065	0.00550872
96	1.50023	0.00546762
97	1.50027	0.00541164
98	1.5003	0.00535682
99	1.50118	0.0053746
