0	5.22918	0
1	5.05471	0.174475
2	4.9954	0.116893
3	5.00648	0.0833944
4	5.03796	0.0718612
5	5.05144	0.0602019
6	5.0196	0.0600185
7	5.02411	0.0521723
8	5.01516	0.0468734
9	5.02191	0.042465
10	5.02156	0.0384126
11	5.01536	0.0356099
12	5.00997	0.0331963
13	4.99412	0.0345805
14	4.99164	0.0322879
15	4.9866	0.0306213
16	4.97978	0.0295608
17	4.97631	0.0280855
18	4.97228	0.0268704
19	4.9899	0.03099
20	4.99895	0.0308346
21	4.99778	0.0294227
22	4.9959	0.0281769
23	4.99748	0.0270232
24	5.00276	0.0264516
25	4.99753	0.0259456
26	4.99311	0.0253546
27	4.99819	0.0249556
28	4.99971	0.0241275
29	5.00131	0.0233645
30	5.00298	0.0226596
31	4.99082	0.0250862
32	4.99613	0.0248876
33	4.99858	0.0242682
34	5.00003	0.0236096
35	5.00076	0.0229559
36	4.99656	0.022718
37	4.99872	0.0222178
38	5.00089	0.0217484
39	5.00989	0.0230288
40	5.00686	0.0226637
41	5.00529	0.0221732
42	5.0029	0.0217827
43	5.00041	0.0214273
44	5.00036	0.0209457
45	4.99668	0.0208149
46	4.99545	0.0204042
47	4.99823	0.0201674
48	4.99499	0.0200148
49	4.99709	0.0197226
50	4.9986	0.0193903
51	5.00354	0.0196455
52	5.00087	0.0194548
53	4.99864	0.0192219
54	4.99699	0.018941
55	4.99392	0.0188511
56	4.99465	0.0185318
57	4.99397	0.0182219
58	4.99575	0.0179978
59	4.99607	0.0176983
60	4.99522	0.0174266
61	4.99323	0.0172583
62	4.99376	0.0169904
63	4.99572	0.0168375
64	4.99654	0.0165967
65	4.99204	0.0169517
66	4.99319	0.0167362
67	4.9963	0.01678
68	4.99644	0.0165356
69	4.99512	0.0163512
70	4.99499	0.0161198
71	4.99452	0.0159014
72	4.99489	0.0156864
73	4.99704	0.0156216
74	4.99963	0.0156292
75	4.99887	0.015441
76	4.99944	0.0152497
77	5.00289	0.0154439
78	5.00263	0.0152493
79	5.0031	0.0150648
80	5.00463	0.014956
81	5.00217	0.0149769
82	5.00225	0.0147956
83	5.00392	0.0147128
84	5.0034	0.014548
85	5.00171	0.0144768
86	5.00018	0.0143913
87	5.00135	0.0142749
88	5.00075	0.0141264
89	4.9979	0.0142554
90	4.99775	0.0140987
91	4.99685	0.0139734
92	4.99864	0.0139376
93	4.99978	0.0138354
94	5.00174	0.0138292
95	5.00089	0.0137109
96	5.00151	0.0135831
97	5.00163	0.0134443
98	5.00231	0.0133255
99	5.00176	0.013203
