   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e+00   7.8389548443825854e+00   7.8389548443825854e+00   2.5754321919016268e+00   2.5754321919016268e+00
   2.0000000000000000e+00   1.1020690912034501e+01   5.5323155569454023e+00   3.2468290191696845e+00   1.6314790910990404e+00
   3.0000000000000000e+00   1.1648540774913592e+01   3.9620011561239310e+00   3.8715082010645778e+00   1.3119017084521036e+00
   4.0000000000000000e+00   1.2529612249797974e+01   3.1929232437581954e+00   4.1851477230804042e+00   1.0634949014236246e+00
   5.0000000000000000e+00   1.2467679896564361e+01   2.6077464428246517e+00   4.4295132310489409e+00   9.0206916127354231e-01
   6.0000000000000000e+00   1.3107230160123821e+01   2.2948662994872460e+00   4.5878191856514041e+00   7.7864986496241695e-01
   7.0000000000000000e+00   1.3162398612802146e+01   1.9881780749124645e+00   4.5952159199747298e+00   6.7437112989298598e-01
   8.0000000000000000e+00   1.3264689350698903e+01   1.7563894455031448e+00   4.7000613012472039e+00   6.0391021514419119e-01
   9.0000000000000000e+00   1.3536747710951872e+01   1.5943459031224723e+00   4.7660983041084508e+00   5.4417545342591367e-01
   1.0000000000000000e+01   1.3631932699503631e+01   1.4452779453269158e+00   4.8352453831226772e+00   4.9705833029753327e-01
   1.1000000000000000e+01   1.3741745723266119e+01   1.3239143412225918e+00   4.8438734480602834e+00   4.5383212381126520e-01
   1.2000000000000000e+01   1.3962729481752691e+01   1.2377113088133034e+00   4.8338541670982744e+00   4.1758505172520211e-01
   1.3000000000000000e+01   1.4025481707566252e+01   1.1476149551319736e+00   4.9375048026072097e+00   4.0026202707653008e-01
   1.4000000000000000e+01   1.4136988020130952e+01   1.0741745970520804e+00   4.9585131959051632e+00   3.7321542152728004e-01
   1.5000000000000000e+01   1.4096925342718240e+01   1.0055966885160645e+00   4.9860089570478285e+00   3.5019215994704511e-01
   1.6000000000000000e+01   1.3980153371743114e+01   9.5178399934046942e-01   5.0663477354224469e+00   3.3861670693017354e-01
   1.7000000000000000e+01   1.3928237562978028e+01   8.9885108839636196e-01   5.0903080751948098e+00   3.2014876310100698e-01
   1.8000000000000000e+01   1.3893975487445468e+01   8.5091806926613933e-01   5.0971542443001647e+00   3.0290778945638708e-01
   1.9000000000000000e+01   1.3747861148708926e+01   8.2036870035836362e-01   5.1816823191059935e+00   2.9953766282789773e-01
   2.0000000000000000e+01   1.3655888394906318e+01   7.8572774947840751e-01   5.1696451244075288e+00   2.8517130964820842e-01
   2.1000000000000000e+01   1.3749693084912144e+01   7.5501194942633088e-01   5.1504414700573866e+00   2.7257748559882344e-01
   2.2000000000000000e+01   1.3751018100714116e+01   7.2144011471156078e-01   5.1569635894931292e+00   2.6053845361910549e-01
   2.3000000000000000e+01   1.3720614436930573e+01   6.9139513687440146e-01   5.2222792715951538e+00   2.5785603281321184e-01
   2.4000000000000000e+01   1.3789075123583052e+01   6.6668727458008070e-01   5.1994674720522696e+00   2.4837659544308821e-01
   2.5000000000000000e+01   1.3798347680067128e+01   6.4059952742561277e-01   5.2685297233892774e+00   2.4842518255284129e-01
   2.6000000000000000e+01   1.3827988593807353e+01   6.1712942472225429e-01   5.2747523139656174e+00   2.3912821915234897e-01
   2.7000000000000000e+01   1.3708054258542138e+01   6.0665434239249683e-01   5.3371558039225659e+00   2.3873007850438802e-01
   2.8000000000000000e+01   1.3694222955500884e+01   5.8552493701864317e-01   5.3626489124778995e+00   2.3175733587792788e-01
   2.9000000000000000e+01   1.3766174667413427e+01   5.7022849565747402e-01   5.3453940806687958e+00   2.2456274796096404e-01
   3.0000000000000000e+01   1.3792209741193469e+01   5.5214152456455123e-01   5.3692360250691102e+00   2.1850267534185674e-01
   3.1000000000000000e+01   1.3696864164150618e+01   5.4304445100131704e-01   5.3772767795368281e+00   2.1171704978162986e-01
   3.2000000000000000e+01   1.3746075984825147e+01   5.2862701112405297e-01   5.3760232634163012e+00   2.0520494095912642e-01
   3.3000000000000000e+01   1.3719709170888223e+01   5.1352088113517091e-01   5.3761750400984090e+00   1.9907809232136764e-01
   3.4000000000000000e+01   1.3683902545373503e+01   4.9991702031486118e-01   5.3817719145411234e+00   1.9338748969139383e-01
